brand,model,fuel,no of owner,yrs,transmission,kms,prices
Ford,Ecosport,Diesel,,2017.0,Manual,"40,318","9,43,000"
Ford,Endeavour,Diesel,2nd,2018.0,Automatic,"38,000","28,50,000"
Ford,Fiesta,Diesel,2nd,2014.0,Manual,"72,000","3,30,000"
Ford,Figo,Diesel,1st,2016.0,Manual,"75,000","3,55,000"
Ford,Figo,Diesel,1st,2013.0,Manual,"60,000","2,25,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"62,000","1,60,000"
Ford,Fiesta,Diesel,2nd,2006.0,Manual,"90,000","1,30,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"61,000","7,00,000"
Ford,Ecosport,Diesel,2nd,2015.0,Manual,"55,000","5,00,000"
Ford,Ikon,Petrol,2nd,2002.0,Manual,0,"80,000"
Ford,Ecosport,Diesel,,2013.0,,"107,000","5,25,000"
Ford,Figo,Diesel,1st,2011.0,,"117,000","1,83,000"
Ford,Endeavour,Diesel,3rd,2005.0,Manual,"99,500","2,18,000"
Ford,Fiesta,Diesel,2nd,2011.0,Automatic,"110,000","1,40,000"
Ford,Endeavour,Diesel,3rd,2011.0,Manual,"95,000","4,50,000"
Ford,Fiesta,Petrol,3rd,2007.0,Manual,"89,000","1,80,000"
Ford,Escort,Petrol,1st,2015.0,Automatic,"64,829","6,30,000"
Ford,Fiesta Classic,Diesel,3rd,2009.0,Manual,"100,000","1,60,000"
Ford,Figo,Diesel,2nd,2011.0,Manual,"64,000","2,10,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"56,569","1,80,000"
Ford,Ecosport,Diesel,1st,2016.0,Manual,"48,000","5,50,000"
Ford,Fiesta,Diesel,2nd,2012.0,Manual,"79,000","2,51,000"
Ford,Ecosport,Diesel,,2013.0,Manual,"95,256","5,40,000"
Ford,Ikon,Diesel,3rd,2009.0,Manual,"68,000","70,000"
Ford,Aspire,Diesel,2nd,2011.0,Manual,"91,010","1,59,999"
Ford,Figo,Diesel,1st,2014.0,Manual,"53,000","2,99,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"72,500","5,11,000"
Ford,Figo,Diesel,1st,2012.0,Manual,"68,000","2,10,000"
Ford,Fiesta,Diesel,2nd,2010.0,Manual,"163,000","1,99,999"
Ford,Fiesta Classic,Diesel,1st,2014.0,Manual,"114,000","4,50,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"54,000","5,50,000"
Ford,Figo Aspire,Diesel,1st,2016.0,Manual,"43,000","4,55,000"
Ford,Ecosport,Diesel,2nd,2017.0,Automatic,"81,240","6,75,000"
Ford,Figo Aspire,Petrol,1st,2015.0,Manual,"77,000","3,25,000"
Ford,Endeavour,Diesel,3rd,2005.0,Manual,12,"1,99,999"
Ford,Endeavour,Diesel,2nd,2010.0,Manual,"120,000","7,00,000"
Ford,Figo,Diesel,1st,2012.0,Manual,22,"1,60,000"
Ford,Ecosport,Petrol,1st,2018.0,Manual,"14,500","9,00,000"
Ford,Ecosport,Petrol,1st,2016.0,Automatic,"24,000","7,75,000"
Ford,Ecosport,Diesel,1st,2014.0,Manual,"62,000","5,25,000"
Ford,Ecosport,Diesel,1st,2020.0,Manual,"10,400","9,80,000"
Ford,Figo,Petrol,2nd,2010.0,Manual,"84,000","2,25,000"
Ford,Ecosport,Petrol,1st,2019.0,Manual,"16,290","8,56,800"
Ford,Figo,Petrol,2nd,2010.0,Manual,"70,000","2,90,000"
Ford,Fiesta,Diesel,1st,2007.0,Manual,"185,523","1,30,000"
Ford,Fiesta,Diesel,1st,2012.0,Manual,"85,000","2,50,000"
Ford,Aspire,Diesel,1st,2011.0,Automatic,"3,000","9,60,000"
Ford,Classic,Diesel,3rd,2005.0,Manual,"10,000","1,40,000"
Ford,Ecosport,Diesel,2nd,2015.0,Automatic,"65,000","4,80,000"
Ford,Figo Aspire,Diesel,1st,2017.0,Manual,"55,400","5,50,000"
Ford,Fiesta Classic,Diesel,2nd,2014.0,Manual,"85,600","2,60,000"
Ford,Ecosport,Petrol,1st,2020.0,Manual,"10,000","8,15,000"
Ford,Figo,Diesel,2nd,2014.0,Manual,"77,000","2,50,000"
Ford,Figo,Diesel,3rd,2010.0,Manual,"131,000","1,90,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"24,000","8,50,000"
Ford,Figo,Petrol,1st,2010.0,Manual,"70,000","2,85,000"
Ford,Ikon,Petrol,2nd,2004.0,Manual,"60,000","90,000"
Ford,Figo,Petrol,1st,2012.0,Manual,"40,000","3,25,000"
Ford,Ecosport,Diesel,1st,2017.0,Manual,"56,000","6,95,000"
Ford,Ecosport,Diesel,2nd,2014.0,Manual,"80,000","5,00,000"
Maruti Suzuki,Swift,Diesel,2nd,2013.0,Manual,"98,000","3,85,000"
Maruti Suzuki,XL6,Petrol,,2019.0,Manual,"9,906","9,90,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Automatic,"19,487","6,90,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"12,536","8,15,000"
,,,,,,"65,000","3,75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2009.0,Manual,"60,000","2,10,000"
Maruti Suzuki,Ertiga,Petrol,1st,2020.0,Manual,"28,000","9,25,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2011.0,Manual,"78,000","4,50,000"
Maruti Suzuki,Swift,Diesel,1st,2015.0,Manual,"79,000","5,50,000"
Maruti Suzuki,Swift,Petrol,1st,2006.0,Manual,"85,000","2,75,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"65,000","3,30,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2018.0,Automatic,"48,000","9,75,000"
Maruti Suzuki,Ritz,Diesel,1st,2010.0,Manual,"84,215","2,75,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2012.0,Manual,"55,655","3,25,000"
Maruti Suzuki,Swift,Petrol,1st,2010.0,Manual,"57,000","2,25,000"
Maruti Suzuki,Swift Dzire,Diesel,,2017.0,,"72,000","5,25,000"
Maruti Suzuki,Ertiga,CNG & Hybrids,2nd,2016.0,Manual,"102,222","6,75,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2019.0,Automatic,"3,000","8,35,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2014.0,Manual,"39,700","4,85,000"
Maruti Suzuki,Celerio,Petrol,1st,2015.0,Automatic,"40,000","3,75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2013.0,Manual,"35,500","3,25,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2018.0,Manual,"48,000","6,49,000"
Maruti Suzuki,Eeco,Petrol,1st,2018.0,Manual,"14,925","4,40,000"
Maruti Suzuki,Wagon R 1.0,CNG & Hybrids,2nd,2012.0,Manual,"77,000","2,25,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2018.0,Manual,"38,500","8,25,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"89,000","7,50,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2017.0,Manual,"29,600","4,15,000"
Maruti Suzuki,Baleno,Diesel,1st,2018.0,Manual,"47,000","6,45,000"
Maruti Suzuki,Alto 800,Petrol,1st,2018.0,Manual,"32,000","3,10,000"
Maruti Suzuki,Wagon R,Petrol,1st,2010.0,Manual,"72,000","2,55,000"
Maruti Suzuki,Swift,Petrol,1st,2009.0,Manual,"73,500","2,45,000"
Maruti Suzuki,Swift,Petrol,1st,2012.0,Manual,"53,000","3,50,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,2nd,2009.0,Manual,"75,200","1,23,500"
Maruti Suzuki,Ertiga,Petrol,2nd,2013.0,Manual,"14,500","7,25,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2015.0,Manual,"56,000","5,49,999"
Maruti Suzuki,Alto,Petrol,1st,2011.0,Manual,"37,922","1,85,000"
Maruti Suzuki,Ertiga,CNG & Hybrids,1st,2015.0,Manual,"37,000","7,85,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2014.0,Manual,"180,000","3,90,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2019.0,Manual,"102,000","7,50,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2018.0,Automatic,"48,000","9,75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2008.0,Manual,"65,000","1,24,999"
Maruti Suzuki,Wagon R,CNG & Hybrids,1st,2019.0,Manual,"40,000","5,15,000"
Maruti Suzuki,Ignis,Petrol,1st,2019.0,Manual,"10,000","4,80,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2019.0,Automatic,"3,000","8,35,000"
Maruti Suzuki,Ertiga,Diesel,1st,2020.0,Manual,"51,000","11,70,000"
Maruti Suzuki,Alto,Petrol,2nd,2006.0,Manual,"72,500","1,40,000"
Maruti Suzuki,Eeco,Petrol,1st,2017.0,Manual,"49,000","3,75,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2011.0,Manual,"34,912","2,60,000"
Maruti Suzuki,Swift,Diesel,1st,2014.0,Manual,"70,145","4,95,402"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"35,000","5,40,000"
Maruti Suzuki,Swift,Petrol,1st,2015.0,Manual,"51,000","5,10,000"
Maruti Suzuki,Baleno,Petrol,1st,2016.0,Manual,"54,000","5,90,000"
Maruti Suzuki,Ertiga,Petrol,1st,2020.0,Manual,"15,804","9,99,990"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"120,000","4,45,000"
Maruti Suzuki,Swift,Petrol,2nd,2006.0,Manual,"86,000","2,65,000"
Maruti Suzuki,Omni,Petrol,2nd,2002.0,Manual,80,"45,000"
Maruti Suzuki,Swift,Diesel,1st,2015.0,Manual,"98,000","3,75,000"
Maruti Suzuki,Swift,Diesel,1st,2012.0,Manual,"84,576","3,65,000"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"34,600","4,75,000"
Maruti Suzuki,Ertiga,Diesel,1st,2014.0,Manual,"90,000","6,50,000"
Maruti Suzuki,XL6,Petrol,1st,2019.0,Manual,"13,100","10,25,000"
,,,,,,"65,000","7,50,000"
Maruti Suzuki,Swift Dzire,Petrol,,2018.0,Automatic,"7,166","7,82,000"
Maruti Suzuki,Zen,Petrol,1st,2001.0,Manual,"36,000","85,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2015.0,Manual,"33,000","5,22,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Automatic,"29,000","8,00,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2013.0,Manual,"75,000","5,50,000"
Maruti Suzuki,Ertiga,Petrol,1st,2016.0,Manual,"46,620","8,25,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2019.0,Manual,"60,000","5,90,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2013.0,Manual,"63,000","3,85,000"
Maruti Suzuki,Swift,Petrol,2nd,2010.0,,"42,000","2,40,000"
Maruti Suzuki,Swift,Petrol,2nd,2007.0,Manual,"90,000","2,10,000"
Maruti Suzuki,Eeco,Petrol,2nd,2010.0,Manual,"76,000","2,50,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,1st,2016.0,Manual,"135,000","3,90,000"
Maruti Suzuki,Alto,Petrol,1st,2007.0,Manual,"77,000","1,25,000"
Maruti Suzuki,Swift Dzire Tour,Diesel,1st,2014.0,Manual,"190,000","3,90,000"
Maruti Suzuki,Baleno,Petrol,1st,2017.0,Manual,"14,000","6,77,000"
Maruti Suzuki,Swift,Diesel,1st,2011.0,Manual,"150,000","4,20,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2012.0,Manual,"59,800","3,75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2015.0,Manual,"42,102","4,25,000"
Maruti Suzuki,Swift,Diesel,,2013.0,Manual,"92,357","4,55,000"
Maruti Suzuki,Ertiga,Diesel,2nd,2013.0,Manual,"84,750","4,95,000"
Maruti Suzuki,Alto 800,,1st,2019.0,,"27,000","3,30,000"
Maruti Suzuki,Alto K10,Petrol,1st,2013.0,Manual,"78,000","2,85,000"
Maruti Suzuki,Baleno,Diesel,1st,2015.0,Manual,"94,000","4,95,000"
Maruti Suzuki,Swift,Diesel,2nd,2012.0,Manual,"60,000","3,50,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2010.0,Manual,"136,000","3,30,000"
Maruti Suzuki,Swift Dzire,CNG & Hybrids,1st,2017.0,Manual,"64,200","4,25,000"
Maruti Suzuki,800,Petrol,3rd,2003.0,Manual,"77,000","75,000"
Maruti Suzuki,Wagon R,Petrol,1st,2007.0,Manual,"120,000","68,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2011.0,Manual,"76,856","2,75,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2017.0,Manual,"44,000","6,00,000"
Maruti Suzuki,Omni,Petrol,1st,2012.0,Manual,"103,000","2,10,000"
Maruti Suzuki,Swift,Diesel,1st,2008.0,Manual,"82,000","2,70,000"
Maruti Suzuki,Baleno,Diesel,1st,2016.0,Manual,"52,000","5,89,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2016.0,Manual,"57,000","5,99,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2017.0,Manual,"20,000","5,90,000"
Maruti Suzuki,SX4,Petrol,1st,2013.0,Manual,"72,000","4,90,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2015.0,Manual,"95,000","4,90,000"
Maruti Suzuki,Swift,Diesel,1st,2017.0,Manual,"110,000","6,50,000"
Maruti Suzuki,Baleno,Diesel,2nd,2015.0,Manual,"78,000","5,75,000"
Maruti Suzuki,Ertiga,Petrol,2nd,2013.0,Manual,"62,000","5,55,000"
Maruti Suzuki,Swift,Petrol,1st,2015.0,Manual,"70,000","4,25,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2017.0,Manual,"25,000","3,90,000"
Maruti Suzuki,Ciaz,Diesel,1st,2016.0,Manual,"41,000","7,50,000"
Maruti Suzuki,Alto,,,2011.0,,"42,822","1,90,000"
Maruti Suzuki,Ciaz,Diesel,2nd,2016.0,Manual,"90,000","6,45,000"
Maruti Suzuki,Swift,Diesel,1st,2009.0,Manual,"60,271","2,50,000"
Maruti Suzuki,Swift,Diesel,2nd,2015.0,Manual,"110,000","3,90,000"
,,,,,,"65,000","5,75,000"
Maruti Suzuki,Swift,Diesel,1st,2017.0,Manual,"63,200","5,35,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2013.0,Manual,"72,000","3,90,000"
Maruti Suzuki,Alto K10,Petrol,2nd,2016.0,Automatic,"62,000","2,95,000"
Maruti Suzuki,Ritz,Petrol,1st,2011.0,Manual,"76,000","2,40,000"
Maruti Suzuki,Ritz,Diesel,1st,2016.0,Manual,"90,000","4,75,000"
Maruti Suzuki,Swift,Diesel,2nd,2010.0,Manual,"65,000","2,11,000"
Maruti Suzuki,Swift,CNG & Hybrids,2nd,2009.0,Manual,"63,000","1,60,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Manual,"91,230","7,20,000"
Maruti Suzuki,Swift,CNG & Hybrids,2nd,2005.0,Manual,"85,000","1,35,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2009.0,Manual,"72,000","3,10,000"
Maruti Suzuki,Alto 800,Petrol,1st,2018.0,Manual,"47,000","2,90,000"
Maruti Suzuki,Ertiga,CNG & Hybrids,2nd,2018.0,Manual,"43,500","7,95,000"
Maruti Suzuki,Wagon R,Petrol,1st,2009.0,Manual,"46,000","2,15,000"
Maruti Suzuki,Wagon R,Petrol,2nd,2016.0,Automatic,"40,000","3,49,000"
Maruti Suzuki,Alto 800,Petrol,1st,2014.0,Manual,"38,000","2,61,000"
Maruti Suzuki,Swift Dzire,Petrol,2nd,2008.0,Manual,"85,000","2,60,000"
Maruti Suzuki,Alto,Petrol,1st,2008.0,Manual,"68,000","1,05,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Automatic,"56,000","8,40,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"51,000","7,85,111"
Maruti Suzuki,Swift Dzire,Diesel,1st,2015.0,Manual,"113,888","6,25,000"
Maruti Suzuki,Swift,Petrol,1st,2018.0,Automatic,"60,000","6,90,000"
Maruti Suzuki,Ignis,Petrol,1st,2017.0,Manual,"37,000","5,95,000"
Maruti Suzuki,800,Petrol,4th,1985.0,Manual,"78,000","1,50,000"
Maruti Suzuki,800,Petrol,1st,2004.0,Manual,"18,000","89,000"
Maruti Suzuki,Swift,Petrol,4th,2006.0,Manual,"80,000","1,85,000"
Maruti Suzuki,Ritz,Diesel,1st,2011.0,Manual,"98,000","2,90,000"
Maruti Suzuki,Ertiga,Diesel,1st,2013.0,Manual,"200,543","6,00,000"
Maruti Suzuki,Swift Dzire Tour,Diesel,1st,2016.0,Manual,"105,000","3,05,000"
Maruti Suzuki,Swift,Diesel,3rd,2007.0,Manual,"91,000","2,65,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,1st,2018.0,Manual,"79,000","4,35,000"
Maruti Suzuki,Eeco,Petrol,1st,2019.0,Manual,"18,000","4,85,000"
,,,,,,"65,000","3,90,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,3rd,2010.0,Manual,"115,000","1,92,000"
Maruti Suzuki,Ciaz,Petrol,1st,2015.0,Automatic,"42,000","6,25,000"
Maruti Suzuki,A-Star,Petrol,1st,2012.0,Automatic,"70,000","3,10,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"48,000","3,75,000"
Maruti Suzuki,Swift,Petrol,1st,2006.0,Manual,"140,000","2,30,000"
Maruti Suzuki,Swift,Petrol,2nd,2015.0,Manual,"56,000","4,90,000"
Maruti Suzuki,Esteem,Petrol,2nd,2006.0,Manual,"50,000","1,70,000"
Maruti Suzuki,Swift,Diesel,1st,2009.0,Manual,"126,142","2,65,000"
Maruti Suzuki,Alto,Petrol,2nd,2007.0,Manual,"60,000","1,50,000"
Maruti Suzuki,Wagon R,Petrol,1st,2008.0,Manual,"58,000","78,000"
Maruti Suzuki,Alto K10,Petrol,1st,2010.0,,"54,000","1,60,000"
Maruti Suzuki,Esteem,Petrol,2nd,2006.0,Manual,"94,000","1,10,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2011.0,,"65,000","3,71,000"
Maruti Suzuki,Eeco,CNG & Hybrids,2nd,2014.0,Manual,"71,000","3,15,000"
Maruti Suzuki,Zen,Petrol,2nd,2004.0,Manual,"58,670","75,000"
Maruti Suzuki,Ritz,Diesel,1st,2014.0,Manual,"86,875","3,99,000"
Maruti Suzuki,Estilo,Petrol,1st,2009.0,Manual,"109,283","1,35,000"
,,,,,,"65,000","6,25,000"
Maruti Suzuki,Ertiga,Petrol,1st,2017.0,,"38,483","7,58,080"
Maruti Suzuki,Baleno,Petrol,1st,2018.0,Manual,"11,254","6,40,000"
,,,,,,"65,000","5,15,000"
Maruti Suzuki,Wagon R,Petrol,1st,2007.0,Manual,"120,000","68,000"
Maruti Suzuki,Omni,LPG,1st,2018.0,Manual,"44,000","3,50,000"
Maruti Suzuki,Swift,Diesel,1st,2008.0,Manual,"82,000","2,70,000"
Maruti Suzuki,Baleno,Diesel,1st,2016.0,Manual,"52,000","5,89,000"
Maruti Suzuki,Alto K10,Petrol,1st,2016.0,Automatic,"37,000","3,90,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2017.0,Manual,"44,000","6,00,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2017.0,Manual,"20,000","5,90,000"
Maruti Suzuki,Swift Dzire,Petrol,1st,2019.0,Automatic,"3,000","8,35,000"
Maruti Suzuki,Alto,Petrol,1st,2008.0,Manual,"68,000","1,05,000"
Maruti Suzuki,Ertiga,Diesel,1st,2013.0,Manual,"200,543","6,00,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"120,000","4,45,000"
,,,,,,"65,000","3,75,000"
Maruti Suzuki,Swift,Petrol,2nd,2007.0,Manual,"90,000","2,10,000"
Maruti Suzuki,Alto K10,Petrol,2nd,2012.0,Manual,"110,000","2,55,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,1st,2013.0,Manual,"68,058","3,25,000"
Maruti Suzuki,Ertiga,Diesel,1st,2015.0,Manual,"71,000","6,25,000"
Maruti Suzuki,Ciaz,Petrol,,2015.0,Manual,"44,801","7,30,000"
Maruti Suzuki,Swift,Petrol,3rd,2008.0,Manual,"90,000","1,95,000"
Maruti Suzuki,Alto K10,Petrol,,2016.0,Manual,"30,062","3,06,000"
Maruti Suzuki,Ciaz,Diesel,,2016.0,Manual,"62,717","6,09,000"
Maruti Suzuki,Eeco,Petrol,1st,2010.0,Manual,"50,000","2,50,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2014.0,Manual,"49,360","4,30,500"
Maruti Suzuki,Vitara Brezza,Diesel,2nd,2016.0,Automatic,"40,000","7,50,000"
Maruti Suzuki,800,Petrol,2nd,2002.0,Manual,"96,900","60,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2018.0,Manual,"54,894","6,99,994"
Maruti Suzuki,Wagon R,Petrol,1st,2012.0,Manual,"76,000","2,75,000"
Maruti Suzuki,Alto 800,Petrol,1st,2019.0,Manual,"54,600","2,90,000"
Maruti Suzuki,Wagon R,CNG & Hybrids,1st,2011.0,Manual,"72,000","2,55,000"
Maruti Suzuki,Swift,Diesel,3rd,2012.0,Manual,"102,000","3,49,000"
Maruti Suzuki,Swift,Diesel,1st,2019.0,Manual,"15,000","7,25,000"
Maruti Suzuki,Ertiga,Diesel,1st,2016.0,Manual,"90,000","6,51,000"
Maruti Suzuki,Wagon R,Petrol,1st,2013.0,Manual,"40,000","3,00,000"
Maruti Suzuki,Ignis,Petrol,1st,2018.0,Manual,"10,000","5,25,000"
Maruti Suzuki,Ritz,Diesel,1st,2012.0,Manual,"68,254","2,20,000"
Maruti Suzuki,Swift,Diesel,2nd,2013.0,Manual,"85,000","4,40,000"
Maruti Suzuki,Swift Dzire,Diesel,2nd,2016.0,Manual,"53,000","5,50,000"
Maruti Suzuki,Alto 800,CNG & Hybrids,2nd,2014.0,Manual,"50,000","1,20,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2012.0,Manual,"68,000","2,10,000"
,,,,,,"65,000","1,27,100"
,,,,,,"65,000","3,94,400"
Maruti Suzuki,Swift,Diesel,,2007.0,Manual,"75,000","2,20,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,,"760,000","3,50,000"
Maruti Suzuki,Omni,LPG,4+,2004.0,Manual,"70,000","75,000"
Maruti Suzuki,Alto,Petrol,4+,2008.0,Manual,"112,000","1,50,000"
Maruti Suzuki,Ertiga,Petrol,1st,2018.0,Manual,"27,000","9,00,000"
Maruti Suzuki,Alto 800,Petrol,1st,2014.0,Automatic,"66,000","2,50,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2012.0,Manual,"86,000","4,25,000"
Maruti Suzuki,Omni,CNG & Hybrids,1st,2010.0,Manual,"100,000","70,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2017.0,Manual,"42,000","3,90,000"
Maruti Suzuki,Swift,Diesel,2nd,2014.0,Manual,"71,000","4,35,000"
Maruti Suzuki,800,Petrol,4+,1996.0,Manual,"50,000","33,000"
Maruti Suzuki,Swift,Diesel,1st,2018.0,Manual,"55,000","6,95,000"
Maruti Suzuki,Swift,Diesel,1st,2013.0,Manual,"74,379","4,20,000"
Maruti Suzuki,Ciaz,Petrol,3rd,2016.0,Automatic,"43,000","6,35,000"
Maruti Suzuki,Alto K10,Petrol,4+,2014.0,Manual,"71,000","2,45,000"
Maruti Suzuki,800,Petrol,2nd,1999.0,Manual,"50,000","65,000"
Maruti Suzuki,Omni,LPG,4th,2008.0,Manual,"69,000","1,39,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"65,000","7,25,000"
Maruti Suzuki,Vitara Brezza,Diesel,,2017.0,Manual,"88,698","6,32,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2017.0,Manual,"88,000","7,80,000"
Maruti Suzuki,Wagon R 1.0,Petrol,2nd,2016.0,Manual,"76,000","3,95,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2019.0,Manual,"29,000","6,90,000"
Maruti Suzuki,Ertiga,Diesel,1st,2015.0,Manual,"43,000","6,25,000"
Maruti Suzuki,Alto 800,Petrol,1st,2019.0,Manual,"36,000","3,15,000"
Maruti Suzuki,Estilo,Petrol,2nd,2010.0,Manual,"83,000","2,40,000"
Maruti Suzuki,Ertiga,Diesel,,2015.0,Manual,"31,703","8,37,000"
Maruti Suzuki,Ertiga,Diesel,,2018.0,Manual,"59,916","9,82,000"
Maruti Suzuki,800,LPG,2nd,2009.0,Manual,"75,000","1,50,000"
Maruti Suzuki,Alto,LPG,3rd,2004.0,Manual,"130,000","1,15,000"
Maruti Suzuki,Wagon R,Petrol,1st,2015.0,Manual,"42,000","3,70,000"
Maruti Suzuki,Swift,Diesel,2nd,2014.0,Manual,"70,000","4,25,000"
Maruti Suzuki,Alto K10,Petrol,1st,2011.0,Manual,"72,800","2,00,000"
Maruti Suzuki,Ciaz,Diesel,1st,2017.0,Manual,"52,244","5,30,000"
Maruti Suzuki,Vitara Brezza,Diesel,1st,2017.0,Manual,"29,890","7,70,000"
Maruti Suzuki,Swift,Diesel,1st,2016.0,Manual,"130,000","5,80,000"
Maruti Suzuki,Wagon R,Petrol,1st,2010.0,Manual,"92,000","2,45,000"
Maruti Suzuki,Ritz,Petrol,1st,2010.0,Manual,"53,000","1,90,000"
,,,,,,"65,000","1,67,000"
,,,,,,"65,000","6,59,799"
Maruti Suzuki,Swift,Diesel,1st,2018.0,Manual,"76,700","5,44,444"
Maruti Suzuki,Swift,Petrol,1st,2016.0,Manual,"19,000","5,25,000"
Maruti Suzuki,Swift Dzire,Diesel,1st,2012.0,Manual,"65,000","4,60,000"
Maruti Suzuki,Wagon R Duo,LPG,1st,2010.0,Manual,"74,000","2,35,000"
Maruti Suzuki,Celerio,Petrol,3rd,2016.0,Automatic,"14,000","3,75,000"
Maruti Suzuki,Zen,Petrol,3rd,2005.0,Manual,"141,717","99,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2016.0,Automatic,"35,000","3,91,000"
Maruti Suzuki,Wagon R,Petrol,1st,2012.0,Manual,"88,000","2,85,000"
Maruti Suzuki,Ciaz,Petrol,1st,2019.0,Manual,"18,000","7,95,000"
Maruti Suzuki,SX4,Diesel,2nd,2011.0,Manual,"115,000","2,55,000"
Maruti Suzuki,Ritz,Diesel,1st,2011.0,Manual,"98,000","2,90,000"
,,,,,,"65,000","3,90,000"
,,,,,,"65,000","2,55,000"
Maruti Suzuki,Swift,Petrol,1st,2018.0,Automatic,"60,000","6,90,000"
Maruti Suzuki,Wagon R,Petrol,1st,2008.0,Manual,"58,000","78,000"
Maruti Suzuki,Esteem,Petrol,2nd,2006.0,Manual,"50,000","1,70,000"
Maruti Suzuki,Swift,Petrol,2nd,2006.0,Manual,"86,000","2,65,000"
Maruti Suzuki,Swift Dzire Tour,Diesel,1st,2016.0,Manual,"105,000","3,05,000"
Maruti Suzuki,Baleno,Petrol,2nd,2020.0,Automatic,"16,000","9,20,000"
Maruti Suzuki,Alto,CNG & Hybrids,2nd,2006.0,Manual,"94,000","1,50,000"
Maruti Suzuki,Ignis,Petrol,1st,2017.0,Manual,"51,000","4,68,000"
Maruti Suzuki,Ertiga,Petrol,2nd,2013.0,Manual,"14,500","7,25,000"
Maruti Suzuki,Wagon R 1.0,Petrol,1st,2017.0,Automatic,"36,583","4,40,000"
