brand,model,fuel,no of owner,yrs,transmission,kms,prices
2013,Hyundai,Petrol,1st,2013.0,Manual,"60,034","4,77,500"
2019,Maruti,CNG,1st,2018.0,Manual,"9,344","5,08,000"
2015,Renault,Diesel,1st,2015.0,Manual,"61,175","5,57,000"
2018,Hyundai,Petrol,1st,2018.0,Manual,"15,194","9,27,500"
2015,Maruti,Petrol,1st,2014.0,Automatic,"37,282","3,18,500"
2013,Mahindra,Diesel,2nd,2013.0,Manual,"85,820","5,56,000"
2018,Maruti,CNG,1st,2018.0,Manual,"38,891","4,79,000"
2016,Maruti,Petrol,1st,2016.0,Manual,"55,658","3,49,000"
2011,Honda,Petrol,1st,2011.0,Manual,"59,593","3,19,000"
2011,Honda,Petrol,1st,2010.0,Manual,"60,918","3,33,500"
2009,Honda,Petrol,1st,2009.0,Manual,"65,275","2,45,000"
2017,Maruti,CNG,1st,2017.0,Manual,"54,682","3,10,000"
2016,Hyundai,Petrol,1st,2016.0,Manual,"15,295","4,75,500"
2010,Maruti,Petrol,1st,2010.0,Manual,"28,859","1,67,000"
2012,Maruti,Petrol,1st,2012.0,Manual,"90,346","3,88,000"
2019,Maruti,Diesel,1st,2018.0,Automatic,"20,204","8,08,000"
2016,Maruti,Petrol,1st,2016.0,Manual,"78,505","5,51,000"
2012,Hyundai,Petrol,1st,2012.0,Manual,"37,644","2,84,000"
2013,Hyundai,Petrol,1st,2013.0,Manual,"36,849","3,04,500"
2016,Maruti,Diesel,1st,2016.0,Manual,"42,561","7,74,500"
2016,Maruti,Petrol,1st,2016.0,Automatic,"11,791","3,96,500"
2010,Honda,Petrol,2nd,2010.0,Manual,"65,357","3,21,000"
2014,Hyundai,Petrol,2nd,2014.0,Manual,"58,325","3,42,000"
2019,Hyundai,Petrol,1st,2019.0,Manual,"10,749","8,76,500"
2018,Maruti,Petrol,1st,2017.0,Manual,"11,881","4,72,500"
2013,Ford,Petrol,1st,2013.0,Manual,"76,676","2,13,000"
2014,Maruti,Petrol,1st,2014.0,Manual,"28,734","3,52,000"
2017,Maruti,Petrol,1st,2017.0,Manual,"41,100","4,22,000"
2011,Honda,Petrol,2nd,2011.0,Manual,"70,051","3,41,000"
2017,Maruti,Diesel,1st,2017.0,Manual,"16,894","8,42,500"
2018,Maruti,Petrol,1st,2018.0,Manual,"6,013","5,36,000"
Mitsubishi,Montero,Diesel,1st,2008.0,Manual,"1,05,300",6.25
Ford,EcoSport,Petrol,1st,2016.0,Automatic,"50,000",8.75
Ford,EcoSport,Diesel,2nd,2015.0,Manual,"89,500",5.4
Honda,City,Petrol,1st,2008.0,Manual,"95,515",2.25
Toyota,Innova,Diesel,1st,2019.0,Automatic,"34,000",20
Hyundai,i10,Petrol,1st,2013.0,Manual,"27,000",3.11
Toyota,Innova,Diesel,1st,2010.0,Manual,"1,15,000",5.85
Hyundai,Creta,Petrol,1st,2018.0,Manual,"43,000",9.25
Hyundai,i20,Diesel,1st,2012.0,Manual,"57,453",4.35
Hyundai,Verna,Petrol,1st,2018.0,Automatic,"27,300",11.49
Maruti,Alto,Petrol,1st,2017.0,Manual,"22,000",3.11
Hyundai,i20,Petrol,1st,2019.0,Automatic,"19,000",8.25
BMW,6,Diesel,1st,2019.0,Automatic,"32,500",61
Toyota,Corolla,Petrol,1st,2016.0,Manual,"53,000",9.86
Hyundai,i20,Diesel,2nd,2012.0,Manual,"67,091",3.65
Renault,Duster,Diesel,2nd,2012.0,Manual,"95,320",4.75
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"30,000",11.65
Hyundai,Creta,Diesel,1st,2015.0,Automatic,"49,000",10.75
Maruti,Zen,Petrol,2nd,2009.0,Manual,"38,000",1.75
Mahindra,XUV500,Diesel,1st,2018.0,Manual,"41,000",17.5
BMW,6,Diesel,1st,2019.0,Automatic,"32,500",61
Toyota,Corolla,Petrol,1st,2016.0,Manual,"53,000",9.86
Hyundai,i20,Diesel,2nd,2012.0,Manual,"67,091",3.65
Renault,Duster,Diesel,2nd,2012.0,Manual,"95,320",4.75
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"30,000",11.65
Hyundai,Creta,Diesel,1st,2015.0,Automatic,"49,000",10.75
BMW,X1,Diesel,2nd,2011.0,Automatic,"68,000",8.45
Toyota,Innova,Diesel,1st,2009.0,Manual,"98,000",5.9
Maruti,Vitara,Diesel,1st,2020.0,Automatic,"20,100",11.7
Maruti,Swift,Diesel,1st,2012.0,Manual,"90,500",3.25
Maruti,Swift,Diesel,1st,2013.0,Manual,"72,000",5.3
Volkswagen,Vento,Diesel,1st,2011.0,Manual,"79,000",3.49
Hyundai,i20,Diesel,1st,2013.0,Manual,"78,000",3.89
Toyota,Fortuner,Diesel,2nd,2012.0,Manual,"88,000",12.39
Renault,Duster,Diesel,2nd,2012.0,Manual,"89,000",4.65
Jeep,Compass,Diesel,1st,2018.0,Manual,"70,000",14.5
Honda,City,Petrol,1st,2015.0,Manual,"39,000",6.49
Maruti,Zen,Petrol,2nd,2009.0,Manual,"38,000",1.75
Volkswagen,Polo,Diesel,1st,2011.0,Manual,"72,000",2.85
Maruti,Swift,Petrol,1st,2012.0,Manual,"57,000",4.2
Mahindra,Verito,Diesel,2nd,2011.0,Manual,"92,000",2.45
Mercedes-Benz,C-Class,Diesel,2nd,2013.0,Automatic,"69,000",11.75
Hyundai,Grand,Petrol,1st,2017.0,Manual,"54,803",5.25
Toyota,Innova,Diesel,1st,2011.0,Manual,"1,32,000",6.25
Mercedes-Benz,C-Class,Diesel,1st,2009.0,Automatic,"85,000",6.95
Maruti,Ciaz,Diesel,1st,2016.0,Manual,"49,000",6.1
Maruti,Ciaz,Petrol,1st,2018.0,Manual,"15,000",9.7
Maruti,Ertiga,Diesel,1st,2018.0,Manual,"60,000",9.99
Hyundai,i10,Petrol,2nd,2012.0,Manual,"54,298",2.65
Hyundai,Grand,Petrol,1st,2017.0,Automatic,"27,450",5.75
Toyota,Fortuner,Diesel,2nd,2010.0,Manual,"1,34,000",9.45
Maruti,Ertiga,Diesel,1st,2016.0,Manual,"35,000",8.15
Hyundai,i20,Diesel,1st,2014.0,Manual,"54,000",5.25
Audi,A6,Diesel,2nd,2012.0,Automatic,"62,000",11.95
Renault,Duster,Diesel,1st,2012.0,Manual,"92,000",4.5
Toyota,Innova,Diesel,1st,2014.0,Manual,"1,24,000",8.65
Maruti,Swift,Petrol,1st,2014.0,Manual,"14,667",4.75
Honda,Brio,Petrol,1st,2013.0,Manual,"47,672",3.45
Toyota,Innova,Diesel,1st,2018.0,Automatic,"52,225",20.5
Mercedes-Benz,C-Class,Diesel,3rd,2010.0,Automatic,"36,000",10.5
Bentley,Continental,Petrol,1st,2008.0,Automatic,"6,000",75
Toyota,Innova,Diesel,1st,2009.0,Manual,"1,61,000",5.25
Mercedes-Benz,GL-Class,Diesel,2nd,2014.0,Automatic,"83,000",34.5
Hyundai,Creta,Diesel,1st,2016.0,Automatic,"56,839",11.41
Hyundai,i20,Petrol,2nd,2012.0,Manual,"52,345",3.15
Hyundai,i20,Petrol,2nd,2013.0,Manual,"61,001",3.5
Kia,Seltos,Petrol,1st,2019.0,Automatic,"7,397",18.85
Nissan,Sunny,Petrol,1st,2011.0,Manual,"41,317",3.15
Mercedes-Benz,E-Class,Diesel,2nd,2011.0,Automatic,"25,000",12.5
Toyota,Corolla,Petrol,1st,2015.0,Manual,"98,484",7.35
Honda,Brio,Petrol,1st,2014.0,Manual,"12,200",3.85
Hyundai,Verna,Diesel,1st,2019.0,Automatic,"19,000",13.25
Maruti,Celerio,Petrol,1st,2019.0,Automatic,"12,878",5.7
Hyundai,i10,Petrol,1st,2015.0,Manual,"44,000",4.45
Ford,EcoSport,Petrol,1st,2017.0,Manual,"5,400",8.45
Skoda,Octavia,Petrol,1st,2014.0,Automatic,"32,000",10.9
Maruti,Wagon,Petrol,1st,2010.0,Manual,"47,200",1.95
Skoda,Rapid,Petrol,2nd,2013.0,Automatic,"50,131",4.25
Volkswagen,Polo,Petrol,2nd,2016.0,Automatic,"40,000",6.1
Maruti,Swift,Petrol,1st,2013.0,Manual,"26,800",4.15
Hyundai,Verna,Diesel,1st,2019.0,Manual,"15,512",12.45
Toyota,Innova,Diesel,2nd,2007.0,Manual,"1,25,000",4.35
Maruti,Celerio,Diesel,1st,2016.0,Manual,"75,001",4.75
Ambassador,Grand,Diesel,2nd,2000.0,Manual,"48,000",2.25
Hyundai,i20,Diesel,2nd,2011.0,Manual,"81,000",2.9
Mercedes-Benz,CLA,Diesel,1st,2016.0,Automatic,"56,000",21.5
Tata,Nexon,Petrol,1st,2019.0,Manual,"3,278",7.35
Maruti,Ertiga,CNG,1st,2017.0,Manual,"63,000",8.4
Maruti,Swift,Petrol,1st,2016.0,Manual,"40,000",5.75
Toyota,Innova,Diesel,2nd,2009.0,Manual,"98,000",5.8
Volkswagen,Polo,Petrol,1st,2016.0,Automatic,"39,000",6.85
Hyundai,i20,Petrol,1st,2010.0,Manual,"58,000",2.75
Hyundai,Verna,Diesel,1st,2012.0,Automatic,"72,000",4.85
Hyundai,Verna,Diesel,1st,2012.0,Manual,"68,000",4.5
Toyota,Camry,Petrol,1st,2016.0,Automatic,"1,19,854",12.5
Volkswagen,Polo,Petrol,2nd,2013.0,Manual,"8,031",4.25
Tata,Hexa,Diesel,1st,2019.0,Automatic,"33,000",17.5
Audi,Q3,Diesel,2nd,2013.0,Automatic,"82,000",13.5
Mahindra,XUV500,Diesel,1st,2017.0,Manual,"44,096",14.21
Hyundai,Verna,Diesel,1st,2017.0,Automatic,"85,770",9.5
Hyundai,Verna,Diesel,1st,2012.0,Manual,"72,000",4.65
Maruti,Swift,Diesel,1st,2017.0,Manual,"62,841",5.75
Mahindra,Bolero,Diesel,1st,2018.0,Manual,"53,000",6.5
Volkswagen,Vento,Petrol,1st,2011.0,Manual,"61,315",3.85
Volkswagen,Polo,Petrol,1st,2014.0,Manual,"45,221",3.49
Volkswagen,Vento,Diesel,1st,2010.0,Manual,"70,000",3.5
Honda,City,Petrol,1st,2017.0,Automatic,"16,000",10.65
Volkswagen,Polo,Diesel,1st,2014.0,Manual,"51,000",4.55
Volkswagen,Polo,Petrol,1st,2018.0,Automatic,"16,000",8.6
Honda,WR-V,Diesel,1st,2018.0,Manual,"30,301",8.95
Maruti,Ciaz,Petrol,1st,2016.0,Automatic,"13,076",7.75
Maruti,SX4,Diesel,1st,2015.0,Manual,"52,826",6.95
Mahindra,XUV500,Diesel,1st,2016.0,Automatic,"61,850",13.21
Hyundai,Verna,Petrol,1st,2016.0,Manual,"2,193",7.75
Hyundai,i10,Petrol,1st,2010.0,Automatic,"29,500",3.15
Toyota,Etios,Petrol,1st,2011.0,Manual,"63,000",2.65
Ford,EcoSport,Petrol,1st,2018.0,Automatic,"19,000",10.25
Honda,Jazz,Petrol,2nd,2009.0,Manual,"98,300",2.25
BMW,7,Diesel,2nd,2018.0,Automatic,"25,115",73.5
BMW,6,Diesel,2nd,2013.0,Automatic,"34,121",29
BMW,7,Diesel,2nd,2018.0,Automatic,"25,115",73.5
Toyota,Fortuner,Diesel,2nd,2010.0,Manual,"1,20,000",9.25
Kia,Seltos,Diesel,1st,2020.0,Manual,"20,000",14
Mercedes-Benz,S-Class,Diesel,2nd,2015.0,Automatic,"54,000",54.5
Hyundai,i20,Petrol,1st,2015.0,Manual,"24,000",5.5
Hyundai,Creta,Diesel,1st,2016.0,Manual,"63,800",11.11
Hyundai,Grand,Petrol,1st,2018.0,Automatic,"33,000",6.11
Maruti,Swift,Petrol,1st,2016.0,Manual,"30,000",5.55
Jeep,Compass,Petrol,1st,2018.0,Automatic,"45,000",15.99
Hyundai,Santa,Diesel,1st,2015.0,Automatic,"75,000",14.75
Honda,Jazz,Petrol,2nd,2010.0,Manual,"54,000",2.9
Hyundai,i20,Petrol,2nd,2012.0,Manual,"20,175",3.45
Hyundai,i10,Petrol,1st,2010.0,Manual,"56,088",2.49
Mahindra,KUV,Petrol,1st,2016.0,Manual,"72,002",3.75
Maruti,Wagon,Petrol,1st,2015.0,Manual,"43,000",3.51
Maruti,S-Cross,Diesel,1st,2018.0,Manual,"41,000",9.25
Toyota,Fortuner,Diesel,2nd,2010.0,Manual,"1,74,474",9.25
Maruti,Wagon,Petrol,2nd,2010.0,Manual,"68,000",2.31
Audi,Q3,Diesel,1st,2014.0,Automatic,"70,000",17.49
Maruti,Ignis,Petrol,1st,2018.0,Manual,"25,000",4.95
Maruti,Wagon,Petrol,2nd,2011.0,Manual,"76,000",2.85
Mahindra,Quanto,Diesel,2nd,2016.0,Manual,"38,000",4.15
Maruti,Ertiga,Diesel,1st,2013.0,Manual,"61,089",6.15
Mahindra,Renault,Petrol,3rd,2009.0,Manual,"56,191",1.73
Maruti,Vitara,Diesel,1st,2019.0,Manual,"65,001",8.99
Volkswagen,Polo,Petrol,1st,2011.0,Manual,"8,60,00",2.6
Maruti,Ciaz,Diesel,1st,2017.0,Manual,"92,000",7.25
Honda,City,Petrol,1st,2016.0,Automatic,"55,000",8.35
Mahindra,Scorpio,Diesel,2nd,2008.0,Manual,"1,26,000",2.75
Hyundai,Santro,Petrol,2nd,2007.0,Manual,"62,000",1.35
Audi,A6,Diesel,1st,2014.0,Automatic,"50,000",16.5
Mahindra,TUV,Diesel,1st,2018.0,Manual,"20,000",8.65
Hyundai,i20,Diesel,1st,2012.0,Manual,"1,12,000",3.8
Maruti,Swift,Diesel,1st,2014.0,Manual,"52,000",5.31
Maruti,Baleno,Petrol,1st,2017.0,Manual,"14,342",6.5
Toyota,Innova,Diesel,1st,2013.0,Manual,"71,000",10
Maruti,Wagon,Petrol,1st,2015.0,Manual,"43,000",3.51
Mahindra,KUV,Petrol,1st,2016.0,Manual,"72,002",3.75
Hyundai,Grand,Petrol,1st,2018.0,Automatic,"23,400",5.55
Maruti,Ignis,Petrol,1st,2018.0,Manual,"25,000",4.95
Maruti,Wagon,Petrol,2nd,2011.0,Manual,"76,000",2.85
Mahindra,Quanto,Diesel,2nd,2016.0,Manual,"38,000",4.15
Maruti,Ertiga,Diesel,1st,2013.0,Manual,"61,089",6.15
Mahindra,Renault,Petrol,3rd,2009.0,Manual,"56,191",1.73
Maruti,Vitara,Diesel,1st,2019.0,Manual,"65,001",8.99
Volkswagen,Polo,Petrol,1st,2011.0,Manual,"8,60,00",2.6
Maruti,Ciaz,Diesel,1st,2017.0,Manual,"92,000",7.25
Honda,City,Petrol,1st,2016.0,Automatic,"55,000",8.35
Mahindra,Scorpio,Diesel,2nd,2008.0,Manual,"1,26,000",2.75
Hyundai,Santro,Petrol,2nd,2007.0,Manual,"62,000",1.35
Audi,A6,Diesel,1st,2014.0,Automatic,"50,000",16.5
Hyundai,i20,Diesel,1st,2012.0,Manual,"1,12,000",3.8
Mahindra,TUV,Diesel,1st,2018.0,Manual,"20,000",8.65
Maruti,Swift,Diesel,1st,2014.0,Manual,"52,000",5.31
Maruti,Baleno,Petrol,1st,2017.0,Manual,"14,342",6.5
Toyota,Innova,Diesel,1st,2013.0,Manual,"71,000",10
Maruti,Wagon,Petrol,1st,2015.0,Manual,"43,000",3.51
Mahindra,KUV,Petrol,1st,2016.0,Manual,"72,002",3.75
Hyundai,Grand,Petrol,1st,2018.0,Automatic,"23,400",5.55
Chevrolet,Sail,Petrol,2nd,2013.0,Manual,"85,000",2.5
Audi,A4,Diesel,1st,2013.0,Automatic,"79,000",11.5
Hyundai,Grand,Petrol,1st,2018.0,Automatic,"23,400",5.55
Tata,Hexa,Diesel,1st,2017.0,Manual,"18,000",14.75
Honda,Jazz,Petrol,1st,2018.0,Automatic,"25,142",7.75
BMW,7,Petrol,2nd,2011.0,Automatic,"64,000",17.5
Toyota,Fortuner,Diesel,1st,2009.0,Manual,"1,31,000",9.25
Hyundai,Verna,Diesel,1st,2013.0,Manual,"83,100",5.25
Volkswagen,Polo,Petrol,1st,2015.0,Automatic,"39,000",6.25
Toyota,Innova,Diesel,1st,2013.0,Manual,"71,000",10
Chevrolet,Spark,Petrol,1st,2011.0,Manual,"51,916",1.55
Hyundai,Creta,Diesel,1st,2016.0,Automatic,"70,000",9.75
Maruti,Baleno,Petrol,1st,2018.0,Manual,"40,000",7.35
Toyota,Fortuner,Diesel,1st,2015.0,Automatic,"83,000",18.25
Maruti,Ignis,Petrol,1st,2018.0,Manual,"25,000",4.95
Datsun,RediGO,Petrol,1st,2018.0,Automatic,"10,400",3.5
Chevrolet,Optra,Petrol,2nd,2012.0,Manual,"59,000",3.11
Maruti,Vitara,Diesel,1st,2018.0,Manual,"34,014",9.95
Maruti,Wagon,Petrol,2nd,2011.0,Manual,"76,000",2.85
Mahindra,Quanto,Diesel,2nd,2016.0,Manual,"38,000",4.15
Maruti,Ertiga,Diesel,1st,2013.0,Manual,"61,089",6.15
Honda,Civic,Petrol,2nd,2009.0,Automatic,"79,800",2.65
Mahindra,Renault,Petrol,3rd,2009.0,Manual,"56,191",1.73
Maruti,Vitara,Diesel,1st,2019.0,Manual,"65,001",8.99
Volkswagen,Polo,Petrol,1st,2011.0,Manual,"8,60,00",2.6
Mercedes-Benz,S-Class,Diesel,2nd,2011.0,Automatic,"69,000",16.49
Maruti,Ciaz,Diesel,1st,2017.0,Manual,"92,000",7.25
Honda,City,Petrol,3rd,2010.0,Manual,"58,000",2.5
Honda,City,Petrol,1st,2016.0,Automatic,"55,000",8.35
Mahindra,XUV500,Diesel,1st,2019.0,Manual,"40,000",17.5
Honda,City,Petrol,1st,2015.0,Automatic,"33,000",7.8
Maruti,Swift,Diesel,1st,2014.0,Manual,"23,000",5.45
Maruti,Swift,Diesel,1st,2010.0,Manual,"82,000",2.99
Maruti,Vitara,Diesel,1st,2016.0,Manual,"88,000",8.25
Maruti,XL6,Petrol,1st,2020.0,Automatic,"23,000",11.75
Honda,City,Petrol,1st,2013.0,Manual,"43,349",4.95
Tata,Nexon,Petrol,1st,2018.0,Manual,"24,000",6.25
Maruti,Ertiga,Diesel,1st,2012.0,Manual,"72,000",5.9
Ford,Endeavour,Diesel,2nd,2011.0,Automatic,"60,000",5.75
Mercedes-Benz,CLA,Diesel,1st,2018.0,Automatic,"20,000",28
Maruti,Dzire,Petrol,1st,2020.0,Manual,"10,000",7.25
Maruti,Wagon,Petrol,1st,2016.0,Manual,"34,000",3.99
Toyota,Innova,Diesel,1st,2016.0,Automatic,"40,185",17.75
Maruti,Ertiga,Diesel,1st,2013.0,Manual,"73,000",6.65
Mahindra,Scorpio,Diesel,1st,2012.0,Manual,"83,000",5.99
Toyota,Innova,Diesel,2nd,2010.0,Manual,"1,82,000",5
Hyundai,Xcent,Petrol,2nd,2015.0,Automatic,"33,000",4.49
Maruti,Swift,Diesel,1st,2014.0,Manual,"52,000",5.31
Hyundai,i20,Diesel,1st,2012.0,Manual,"1,12,000",3.8
Mahindra,TUV,Diesel,1st,2018.0,Manual,"20,000",8.65
Mahindra,Scorpio,Diesel,2nd,2008.0,Manual,"1,26,000",2.75
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"18,233",11.95
Hyundai,Santro,Petrol,2nd,2007.0,Manual,"62,000",1.35
Audi,A6,Diesel,1st,2014.0,Automatic,"50,000",16.5
Toyota,Innova,Diesel,1st,2012.0,Manual,"24,000",7.75
Maruti,Baleno,Petrol,1st,2018.0,Manual,"12,108",7.45
Maruti,Ciaz,Petrol,1st,2015.0,Manual,"55,000",6.65
Maruti,Baleno,Petrol,1st,2017.0,Manual,"14,342",6.5
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"36,760",11.9
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"44,088",11.85
Volkswagen,Ameo,Diesel,2nd,2017.0,Manual,"79,372",5.9
Toyota,Innova,Diesel,1st,2015.0,Manual,"1,05,000",10.5
Maruti,Swift,Petrol,1st,2014.0,Manual,"54,950",4.65
Honda,Brio,Petrol,1st,2016.0,Manual,"16,300",4.55
Toyota,Innova,Diesel,1st,2014.0,Manual,"94,782",9.5
Toyota,Corolla,Petrol,1st,2010.0,Manual,"1,14,393",3.2
Maruti,Swift,Diesel,1st,2012.0,Manual,"49,000",4.39
Honda,City,Petrol,2nd,2012.0,Manual,"74,441",4.35
Volkswagen,Polo,Petrol,1st,2017.0,Manual,"15,000",4.95
Hyundai,Santro,Petrol,2nd,2008.0,Automatic,"64,000",1.6
Honda,New,Petrol,2nd,2011.0,Automatic,"28,000",4.75
Ford,EcoSport,Petrol,1st,2018.0,Manual,"12,000",9.25
Maruti,Ciaz,Petrol,1st,2018.0,Automatic,"21,000",8.5
Mercedes-Benz,S-Class,Diesel,2nd,2011.0,Automatic,"55,000",16.5
Maruti,Swift,Petrol,1st,2015.0,Manual,"67,268",4.75
Honda,City,Petrol,1st,2014.0,Manual,"39,000",5.95
Maruti,Baleno,Petrol,1st,2016.0,Manual,"46,001",6.49
Honda,WR-V,Diesel,1st,2017.0,Manual,"95,000",7.99
Skoda,Rapid,Diesel,1st,2014.0,Manual,"73,000",4.5
Maruti,Celerio,Petrol,1st,2014.0,Automatic,"38,000",4
Maruti,Ignis,Petrol,1st,2017.0,Manual,"20,000",5.25
Toyota,Innova,Diesel,2nd,2009.0,Manual,"1,85,000",5.5
Mitsubishi,Cedia,Petrol,1st,2012.0,Manual,"70,000",3.25
Toyota,Innova,Diesel,2nd,2010.0,Manual,"97,259",5.31
Toyota,Innova,Diesel,1st,2010.0,Manual,"1,18,433",6.85
Maruti,Swift,Diesel,2nd,2011.0,Manual,"54,144",3.49
Ambassador,Grand,Petrol,1st,2008.0,Manual,"13,650",5.88
Maruti,Swift,Petrol,1st,2019.0,Automatic,"25,000",8.45
Toyota,Innova,Diesel,2nd,2005.0,Manual,"1,89,586",2.65
Hyundai,Creta,Petrol,1st,2018.0,Automatic,"54,000",13.49
Mercedes-Benz,S-Class,Petrol,1st,2007.0,Automatic,"47,200",5.95
Volkswagen,Polo,Petrol,1st,2018.0,Automatic,"18,000",8.75
Maruti,Wagon,Petrol,1st,2013.0,Manual,"48,900",3.45
Hyundai,i20,Petrol,2nd,2019.0,Manual,"18,262",6.85
Hyundai,Verna,Petrol,1st,2018.0,Manual,"12,000",9.75
Chevrolet,Enjoy,Diesel,1st,2014.0,Manual,"95,400",3.15
Nissan,Micra,Petrol,1st,2015.0,Automatic,"28,000",4.45
Jeep,Compass,Diesel,1st,2018.0,Manual,"51,000",15.75
Volkswagen,Polo,Diesel,1st,2013.0,Manual,"51,000",3.91
Mercedes-Benz,GL-Class,Diesel,1st,2014.0,Automatic,"65,416",42.5
Mercedes-Benz,C-Class,Petrol,2nd,2011.0,Automatic,"48,000",7.9
Toyota,Innova,Diesel,2nd,2010.0,Manual,"97,000",5.65
Hyundai,Creta,Petrol,1st,2015.0,Manual,"48,000",9.25
Toyota,Innova,Diesel,2nd,2014.0,Manual,"1,40,000",9.24
Maruti,Baleno,Petrol,1st,2017.0,Manual,"57,000",6.4
Hyundai,Verna,Diesel,1st,2013.0,Manual,"82,900",5.25
Volkswagen,Polo,Petrol,1st,2015.0,Automatic,"23,000",6.25
Mahindra,XUV500,Diesel,1st,2016.0,Automatic,"17,500",14.25
Hyundai,Creta,Petrol,1st,2017.0,Automatic,"49,000",11.75
Volkswagen,Polo,Petrol,1st,2017.0,Manual,"17,000",6.85
Volkswagen,Polo,Petrol,1st,2018.0,Manual,"20,451",6.95
Hyundai,Creta,Diesel,1st,2018.0,Manual,"38,612",10.85
Maruti,Baleno,Petrol,1st,2018.0,Manual,"12,060",7.45
Maruti,Swift,Petrol,1st,2015.0,Manual,"37,000",5.35
Hyundai,EON,Petrol,1st,2012.0,Manual,"25,300",2.4
Maruti,Baleno,Petrol,1st,2016.0,Manual,"48,968",6.21
Maruti,Baleno,Petrol,1st,2016.0,Automatic,"22,272",7.25
Honda,City,Petrol,3rd,2009.0,Manual,"61,000",2.49
Hyundai,i10,Petrol,1st,2012.0,Manual,"62,980",2.85
Mercedes-Benz,E-Class,Petrol,2nd,2010.0,Manual,"55,000",9.9
Maruti,Swift,Petrol,1st,2017.0,Automatic,"9,900",6.65
Maruti,SX4,Diesel,1st,2015.0,Manual,"47,000",6.99
Maruti,Celerio,Petrol,1st,2014.0,Automatic,"50,000",3.75
Volkswagen,Ameo,Diesel,2nd,2017.0,Manual,"79,372",5.9
Hyundai,i10,Petrol,1st,2012.0,Manual,"62,980",2.85
Maruti,Vitara,Diesel,1st,2018.0,Manual,"60,000",9.65
Toyota,Innova,Diesel,1st,2015.0,Manual,"1,05,000",10.5
Mercedes-Benz,E-Class,Petrol,2nd,2010.0,Manual,"55,000",9.9
Maruti,Swift,Petrol,1st,2014.0,Manual,"54,950",4.65
Honda,Brio,Petrol,1st,2016.0,Manual,"16,300",4.55
Renault,Duster,Diesel,1st,2014.0,Manual,"77,081",5.45
Toyota,Corolla,Petrol,1st,2010.0,Manual,"1,14,393",3.2
Maruti,Swift,Petrol,1st,2014.0,Manual,"54,950",4.35
Maruti,Swift,Diesel,1st,2012.0,Manual,"49,000",4.39
Toyota,Innova,Diesel,1st,2014.0,Manual,"94,782",9.5
Honda,City,Petrol,2nd,2012.0,Manual,"74,441",4.35
Volkswagen,Polo,Petrol,1st,2017.0,Manual,"15,000",4.95
Hyundai,Santro,Petrol,2nd,2008.0,Automatic,"64,000",1.6
Honda,City,Petrol,3rd,2009.0,Manual,"61,000",2.49
Jeep,Compass,Diesel,1st,2017.0,Manual,"35,800",15.25
Jeep,Compass,Diesel,1st,2017.0,Manual,"35,800",15.25
Chevrolet,Beat,Petrol,1st,2011.0,Manual,"31,000",1.85
Maruti,Swift,Diesel,1st,2015.0,Manual,"35,000",5.05
Hyundai,i10,Petrol,2nd,2012.0,Manual,"32,500",2.75
Honda,New,Petrol,2nd,2011.0,Automatic,"28,000",4.75
Ford,EcoSport,Petrol,1st,2018.0,Manual,"12,000",9.25
Maruti,Ciaz,Petrol,1st,2018.0,Automatic,"21,000",8.5
Hyundai,Creta,Petrol,1st,2016.0,Manual,"41,697",9.45
Hyundai,Creta,Petrol,1st,2018.0,Automatic,"42,123",14.25
Volkswagen,Polo,Petrol,1st,2018.0,Manual,"20,451",6.95
Mercedes-Benz,S-Class,Diesel,2nd,2011.0,Automatic,"55,000",16.5
Maruti,Swift,Petrol,1st,2015.0,Manual,"67,268",4.75
Honda,City,Petrol,1st,2014.0,Manual,"39,000",5.95
Maruti,Baleno,Petrol,1st,2016.0,Manual,"46,001",6.49
Honda,WR-V,Diesel,1st,2017.0,Manual,"95,000",7.99
Skoda,Rapid,Diesel,1st,2014.0,Manual,"73,000",4.5
Maruti,Celerio,Petrol,1st,2014.0,Automatic,"38,000",4
Mercedes-Benz,C-Class,Petrol,2nd,2011.0,Automatic,"48,000",7.9
BMW,X1,Diesel,2nd,2014.0,Automatic,"41,000",13.25
Toyota,Corolla,Petrol,1st,2013.0,Automatic,"42,000",5.8
Hyundai,i10,Petrol,1st,2010.0,Automatic,"56,000",2.95
Mahindra,Xylo,Diesel,1st,2010.0,Manual,"1,02,000",3.05
Skoda,Rapid,Diesel,2nd,2012.0,Manual,"67,229",3.25
Hyundai,Creta,Diesel,1st,2018.0,Manual,"38,612",10.85
Maruti,Ciaz,Petrol,1st,2018.0,Automatic,"25,000",9.75
Hyundai,Verna,Diesel,1st,2011.0,Manual,"26,154",4.25
Mahindra,TUV,Diesel,1st,2017.0,Manual,"48,900",6.5
Toyota,Corolla,Diesel,1st,2011.0,Manual,"87,631",4.25
BMW,5,Diesel,2nd,2010.0,Automatic,"88,000",13.99
Maruti,Wagon,CNG,1st,2017.0,Manual,"49,000",4.25
Maruti,Ritz,Petrol,1st,2012.0,Manual,"79,000",2.99
Toyota,Innova,Diesel,2nd,2010.0,Manual,"97,000",5.65
